customer_id,internal_id,obligor_name,obligor_internal_risk_rating,tin,country,industry_code,industry_code_type,internal_credit_facility_id,origination_date,maturity_date,credit_facility_type,credit_facility_purpose,committed_exposure_global,utilized_exposure_global,credit_facility_currency,probability_of_default,loss_given_default,exposure_at_default,non_accrual_date,days_principal_or_interest_past_due,participation_flag,participation_interest,net_income_current,total_assets_current,long_term_debt,current_assets_current,current_liabilities_current,guarantor_flag,guarantor_internal_id,guarantor_name,guarantor_tin,guarantor_internal_risk_rating,entity_internal_id,entity_name,entity_internal_risk_rating,date_of_financials,date_of_last_audit,cash_marketable_securities,accounts_receivable_current,inventory_current,fixed_assets,total_assets_prior_year,current_liabilities_prior_year,short_term_debt,capital_expenditures,asc_326_20,special_purpose_entity_flag,other_credit_facility_type_description,original_internal_id,stock_exchange,ticker_symbol,cusip,original_internal_credit_facility_id,line_reported_on_fr_y_9c,line_of_business,cumulative_charge_offs,days_principal_or_interest_past_due.1,lien_position,security_type,interest_rate_variability,interest_rate_index,interest_rate_spread,interest_rate_ceiling,interest_rate_floor,interest_income_tax_status,guarantor_internal_risk_rating.1,entity_internal_risk_rating.1,net_sales_current,net_sales_prior_year,operating_income,depreciation_amortization,interest_expense,accounts_receivable_prior_year,inventory_prior_year,current_assets_prior_year,tangible_assets,total_assets_current.1,accounts_payable_current,accounts_payable_prior_year,current_maturities_of_long_term_debt,long_term_debt.1,minority_interest,total_liabilities,retained_earnings,lower_of_cost_or_market_flag,snc_internal_credit_id,renewal_date,prepayment_penalty_flag,entity_industry_code,leveraged_loan_flag,disposition_flag,disposition_schedule_shift,syndicated_loan_flag,target_hold,pcd_noncredit_discount,committed_exposure_global_par_value,utilized_exposure_global_par_value,committed_exposure_global_fair_value,utilized_exposure_global_fair_value,obligor_lei,primary_source_of_repayment_lei
"CUST,001","OBL
001",Individual,,12345678X,ZZ,NAIC,GICS,"FAC,123",invalid-date,1900-01-01,25,45,XX,??,US$,high,LGD,,1900-01-01,,8,all,loss,huge,,323440267,75379132,1,"GRT,00X",Individual,NA#,XX,"ENT,00X",Trust,AAA,2018-10-11,2004-01-26,10176305704,39547022,32458658,128406244,292958810,6383070162,15010578,10747779,6566609,1,Term Loan,VAL9607,Generic Text,Generic Text,240992,VAL8916,9,Generic Text,506477,134977,9,1,4,4,8.7221,7.4887,8.5651,2,Generic Text,Generic Text,993764,754113,619529,143329,704529,670806,829710,456522,735854,37519,466668,245919,8410,37514,946525,193648,44939,2,VAL5980,2019-07-15,1,401826,2,8,Generic Text,0,5.4705,953393,338037,700832,210503,888166,KR0VD74DHO0ZTHZB5QS3,QSKWLVYPFAY5FYDJVJRD
CUST5QVVD4,OBLB8OJVM,ABC Corp,AAA,12-3456789,US,621111,SIC,FACBRLFIY,2018-06-30,2033-02-04,19,bad,16730734,INVALID,GBP,0.223,0.661,1185499.0,2013-02-10,9.0,2,0.956,8347512,501553938,73925021.0,146614882,15842515,1,GRTLYPV9N,Guarantee Corp,98-7654321,AAA,ENTOMPOBT,Trust,C,2000-11-12,2008-05-26,53090364,1332797,79377451,226520500,148208991,33823514,bad,11811177,bad,2,Term Loan,VAL5895,Generic Text,Generic Text,714374,VAL4556,7,Generic Text,659309,565941,6,8,2,3,7.6978,9.68,5.2292,1,Generic Text,Generic Text,759386,602966,172630,184025,630903,853322,372358,546750,997227,831560,596267,357198,712572,422748,552096,546952,78921,1,VAL3778,2023-12-31,2,350704,1,8,Generic Text,1,3.3195,197562,333435,462819,187175,443932,6A3NCCKWNOC5YI2OFVLK,5V10E2U630J0G71UFKML
CUSTC91VZM,OBLEYHNQW,Individual,AAA,12-3456789,GB,541512,NAICS,FACKL8EIA,2013-06-09,2025-12-10,18,10,13447083,29601363,INR,0.2299,0.834,17264229.0,2018-01-05,74.0,5,0.8092,-3802465,471324355,54604679.0,462715918,42218698,4,GRTEKBTH0,Individual,98-7654321,AAA,ENTNW7LUW,Trust,C,2001-08-22,2019-12-12,191365308,43359882,46856543,26953088,998255228,100687696,14079711,18775243,8630435,1,Term Loan,VAL8944,Generic Text,Generic Text,224292,VAL1854,8,Generic Text,152893,174423,0,2,7,8,1.5048,7.8117,4.7615,1,Generic Text,Generic Text,977727,980131,651189,1657,681396,422724,116567,169748,477297,543386,16401,508561,646646,673161,805619,378128,875750,1,VAL8517,2023-12-31,3,404373,1,0,Generic Text,4,4.7625,261118,68268,294896,847658,872079,PXQ01DYPG6LKP971C8S1,0LUB6N1BFUBCMM73IUFU
CUSTL33TSM,OBL90C2ZY,XYZ Inc,CCC,12-3456789,ZZ,999999,SIC,FACQC1U0S,1900-01-01,2033-10-07,2,9,34134226,17925717,EUR,4.6062280427968965,7.070700919198638,2823211.0,2015-03-07,18.0,3,0.379,114783630,49226448640,41334140.0,456540309,162334298,3,GRTT8MYCH,Guarantee Corp,98-7654321,C,ENTCZBCZ1,Entity LLC,AAA,1900-01-01,2019-02-27,63787550,38139213,69078113,73787798,838212677,12935894475,35459167,15936962,6128058,2,Term Loan,VAL5355,Generic Text,Generic Text,518035,VAL9883,7,Generic Text,780496,133376,3,0,3,0,8.9859,9.6084,0.4159,2,Generic Text,Generic Text,4382,134493,632508,577524,17126,287563,159207,902291,824292,794797,537382,361117,430414,119144,599945,216317,665657,2,VAL9883,2019-07-15,1,973039,2,1,Generic Text,4,8.8357,745865,39239,188499,416366,277623,6KCTZKXNPQGW6A3I32T4,78ORSUZQLQW6IQZ282X8
CUSTK9UQQE,OBLHXT4K7,ABC Corp,CCC,12-3456789,GB,999999,SIC,FAC194VG6,2005-05-30,2030-11-19,5,25,999999999,28004077,INR,0.9999,0.1814,13100523.0,2005-12-20,18.0,4,0.8167,-99999999,111892577,62813375.0,63879438,105993143,bad,GRTGBPG0G,Individual,98-7654321,BB,ENT06MOK1,Entity LLC,C,2007-02-09,2015-08-19,100912304,22927567,21203580,74873756,bad,70574426,3896223,3761849,842911,bad,Term Loan,VAL7474,Generic Text,Generic Text,953269,VAL2217,5,Generic Text,541769,629236,0,0,6,8,6.1186,2.1964,6.0798,2,Generic Text,Generic Text,727972,91957,233736,292548,50121,768971,177299,185776,423019,584333,525333,862139,292187,273060,892907,964296,526255,1,VAL5943,2023-12-31,1,341560,2,7,Generic Text,1,7.7143,622497,132805,342899,401470,241295,I0T6IMI3IP5V2K0E2J4Y,M8WKD5ZESI4XJLNPFHBE
CUSTVV0AE1,OBLJSN36P,ABC Corp,BBB,12-3456789,US,999999,GICS,FACF2II0P,2016-05-26,2029-10-11,4,19,27440486,5036150,GBP,0.1654,0.7077,2838079.0,2016-06-17,97.0,2,0.6587,-3961705,296355915,8714413.0,300409471,85948054,1,GRTALTID7,Individual,98-7654321,C,ENTA9S152,Individual,AAA,2006-12-18,2015-11-19,289568800,19984065,39533522,127887803,913540931,173868704,47915829,1901607,5154363,2,Term Loan,VAL8341,Generic Text,Generic Text,832781,VAL8205,2,Generic Text,943227,306135,6,1,7,6,2.9686,1.9251,1.3416,1,Generic Text,Generic Text,440689,384651,376470,557836,76562,418998,920754,276351,972518,636678,690258,720323,523019,810458,64593,656961,524110,1,VAL3526,2023-12-31,3,548368,2,8,Generic Text,1,3.0799,56388,87665,730401,781357,652154,53W649MLS2EL43JFXWST,39KLPBZLG727HRUFCQKH
"CUST,001","OBL
001",Individual,,12345678X,XX,NAIC,GICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,66883730,191962210,1,"GRT,00X",Individual,NA#,XX,"ENT,00X",Trust,BB,2019-04-17,2014-11-07,10337236,37487243,21699675,212116748,208095491,188186018,45189892,12747780,3101138,1,Term Loan,VAL1548,Generic Text,Generic Text,963222,VAL8520,7,Generic Text,482967,780876,0,8,6,2,5.8987,7.6812,0.1179,2,Generic Text,Generic Text,866234,134607,867460,543023,515720,725347,149203,805888,122878,175009,589176,12012,270451,945557,137182,795404,173899,2,VAL4902,2020-01-01,1,333768,2,1,Generic Text,4,4.7446,126528,357291,13951,87931,321948,DSUHH5USP87A1DVCIVM6,JWNTKQ07NRKOO1HADDRT
CUSTMUOU7M,OBLFYO2OA,ABC Corp,BBB,12-3456789,DE,621111,GICS,FAC2QK4SC,2013-02-25,2034-11-19,14,6,41841703,16668498,USD,0.0836,0.2491,21741974.0,2019-05-14,73.0,3,0.0272,19550939,845731062,69445571.0,273113067,67333985,1,GRTUPFPKP,Guarantee Corp,98-7654321,BB,ENTJJTVRP,Entity LLC,C,2007-05-19,2017-01-31,156301449,27607986,51432559,96361773,49333247,19000022,3020993,863547,5543296,2,Term Loan,VAL2599,Generic Text,Generic Text,815619,VAL4767,2,Generic Text,762526,660053,1,9,4,0,5.7823,0.7953,8.1688,1,Generic Text,Generic Text,268710,361796,266409,876903,52123,526567,399978,648337,757842,276626,702588,981454,505818,768909,935674,890765,187769,1,VAL7670,2023-12-31,2,653558,1,2,Generic Text,1,4.6244,431333,884299,85306,629192,322056,QU1DJM256M8L64HW6IYW,YNTVIP5VQ5DUD42NUSAS
CUSTG06RBI,OBLMV8Q8I,XYZ Inc,CCC,12-3456789,US,999999,SIC,FACOJG80N,2005-01-11,2027-06-09,bad,27,11471309,41194020,INR,0.1115,0.4826,6667702.0,2002-05-16,74.0,bad,0.5949,12632340,233793265,23283152.0,340472613,183577225,3,GRTESBE47,Individual,98-7654321,C,ENTOA7L6T,Trust,C,2022-08-07,2002-04-17,256598431,16228256,72219233,239294063,642782127,154838996,35729472,7281949,3548539,1,Term Loan,VAL3060,Generic Text,Generic Text,270275,VAL5274,5,Generic Text,778641,5145,0,2,3,1,4.2288,0.3443,4.7394,2,Generic Text,Generic Text,694176,888749,726120,712457,58540,525814,62190,543335,872868,929022,113751,232149,30390,428133,449025,297908,118557,1,VAL1769,2020-01-01,3,606088,2,1,Generic Text,0,9.5717,68906,118979,790529,340380,670689,BKRU194R0VL4BN6R509B,VHMT7ZFSSCRFKMMXNC62
CUSTS4UEQO,OBLUIMOQU,ABC Corp,CCC,12-3456789,ZZ,999999,SIC,FACQWVZ3D,1900-01-01,2031-02-02,0,27,27634193,20514180,GBP,3.9887638830931498,34.38611249953424,7542996.0,2022-01-01,126.0,4,0.6244,-3048286,52084039085,53000159.0,264847769,183599167,1,GRTVBU0IJ,Guarantee Corp,98-7654321,BB,ENT99C8QA,Entity LLC,AAA,1900-01-01,2012-10-12,45281889,11730137,73042426,30951799,655126274,47489797,658797696,17192103,31881486,2,Term Loan,VAL3580,Generic Text,Generic Text,325713,VAL7779,1,Generic Text,496246,905945,3,6,0,1,8.2345,2.5977,8.3286,1,Generic Text,Generic Text,102377,798219,497749,743949,50159,573806,894474,791982,338389,400811,781602,559794,983270,401836,88861,189055,743006,1,VAL6426,2023-12-31,3,301531,1,5,Generic Text,2,6.6528,941531,468468,178089,616799,920450,RDZ5NGMJ6IIWVYRF2XSG,63DLXJZNU7ZFEV91ZGH6
CUSTAZFK0D,OBL3L33NQ,Individual,AAA,12-3456789,IN,621111,SIC,FACCM7C5C,2020-01-03,2035-12-24,3,18,35755765,22996995,EUR,0.2355,0.6365,10749718.0,2014-02-15,56.0,2,0.1759,16383685,532211306,23036539.0,498628848,67594210,2,GRTL2QXB9,Individual,98-7654321,AAA,ENT26WM1D,Entity LLC,C,2011-04-03,2011-06-18,40191621,90217697,38237743,59506407,516111163,97859526,46837589,7019827,8591946,1,Term Loan,VAL4856,Generic Text,Generic Text,489515,VAL7311,1,Generic Text,417252,547989,6,7,1,3,9.8646,8.4218,5.7597,1,Generic Text,Generic Text,443878,623483,591758,760226,15117,916424,908123,323845,711822,444318,598071,415680,54796,869660,979990,725152,37689,2,VAL9651,2020-01-01,2,116368,2,3,Generic Text,4,5.5924,801368,193458,340748,356983,287265,73Z1R59UMT6FIU3G8QPX,HD04MX4D6OOS19VS7OOK
"CUST,001","OBL
001",Individual,,abcde123,XX,NAIC,GICS,"FAC,123",corrupt,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,356565003,169400447,bad,"bad,value
",Guarantee Corp,NA#,XX,"ENT,00X",Trust,C,2021-10-10,2006-01-10,19850266,70011004,24388365,142738035,218649158,141197616,6112234,3922439,8506001,1,Term Loan,VAL4133,Generic Text,Generic Text,671896,VAL8553,9,Generic Text,959687,15880,0,7,5,1,9.8115,7.2646,2.7592,2,Generic Text,Generic Text,882839,469761,120729,721632,676367,673174,883117,110662,608919,978859,489051,935497,692342,164355,699178,813810,876327,2,VAL8550,2023-12-31,3,851297,1,2,Generic Text,0,4.4293,15626,428129,459712,965144,469183,XRMW5JD9IPBTYXJ7WXOQ,G9AH8BIJK9BXD3G5K5Z9
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,NAICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,83887603,114896961,3,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Trust,AAA,2018-02-20,2022-04-02,44239631,40212619,32561031,125207972,321522326,162968388,43676692,1007572,7038494,2,Term Loan,VAL2343,Generic Text,Generic Text,216139,VAL5841,5,Generic Text,214332,29039,8,8,3,7,6.4548,4.1459,3.2115,2,Generic Text,Generic Text,790870,150662,192770,305896,261421,168538,241388,719530,552803,645054,42156,263608,929841,91668,799020,71476,72774,1,VAL4993,2020-01-01,2,813037,1,3,Generic Text,3,2.7043,381362,581000,370781,301597,528255,MSB6YD95WS8SGOBGSUUQ,F3R8GTDC5VK5NCZP8EF2
CUSTB9TFDD,OBLG60OJ2,Individual,BBB,12-3456789,IN,621111,NAICS,FAC1YDKQ9,2021-11-23,2033-11-28,7,8,23352099,40403493,EUR,0.1115,0.5762,13969467.0,2016-11-20,142.0,3,0.4762,12329791,365449774,56123626.0,78736158,129872170,2,GRT365ZJL,Individual,98-7654321,BB,ENT6CHQCF,Trust,C,2014-10-31,2007-02-16,122672948,38776282,767337,39177918,389370119,123232266,37520443,1611968,4053163,1,Term Loan,VAL9697,Generic Text,Generic Text,205105,VAL7686,5,Generic Text,133537,53902,4,0,1,8,4.9024,4.295,3.5343,1,Generic Text,Generic Text,660044,558924,780176,648409,822094,757323,455801,770157,13798,876538,212740,391128,13211,978708,111329,660399,937700,3,VAL8386,2019-07-15,2,635652,1,2,Generic Text,3,5.1775,558774,123818,228777,237138,78990,1I89MZCLDH58WVO1BZOE,B3BSM9WZHQUHAO3OV0SS
CUSTGOT2DL,OBLOQX7O5,XYZ Inc,CCC,12-3456789,DE,621111,NAICS,FACGD4PWT,2015-09-16,2033-07-20,15,30,3858451,49018487,EUR,0.146,0.4779,11163555.0,2015-01-02,162.0,5,0.8267,-3560797,30791255,92725177.0,491966538,184264641,1,GRT38WK7N,Individual,98-7654321,BB,ENTQFZH6U,Trust,C,2016-05-08,2019-06-13,272582267,62969941,75032522,87762450,456582894,61131545,41689165,8408028,330359,1,Term Loan,VAL9873,Generic Text,Generic Text,252211,VAL7180,8,Generic Text,47533,200855,2,3,7,0,1.5719,6.886,4.1701,1,Generic Text,Generic Text,712498,926024,752454,878536,133579,949268,771881,444067,755458,869723,339323,983252,107760,31140,157459,850985,448655,1,VAL9075,2019-07-15,2,362366,2,8,Generic Text,1,8.8926,593237,407107,606895,900827,798312,I1BQISGJ6IPYOMNYV0SY,I7O10OSF9R1AH7P0LENJ
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,463611894,190662611,2,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Trust,BB,2021-11-04,2018-01-12,bad,6679048,44682882,197497595,924894376,88037464,32239125,6913028,5775671,1,Term Loan,VAL7952,Generic Text,Generic Text,493428,VAL9141,8,Generic Text,261502,856755,6,6,1,1,8.312,5.1791,4.3492,2,Generic Text,Generic Text,56244,214690,35447,304334,403938,309926,949258,178568,948095,539825,307753,453028,165772,759577,718289,667414,831169,1,VAL1215,2020-01-01,3,466447,2,3,Generic Text,3,3.3793,251939,759829,824473,315326,813591,NCXJE2YEHN1X2V08O5WI,Q90PDXU21QKPQG7TOV9Z
CUSTB5F34T,OBL2ZQOAH,Individual,AAA,12-3456789,GB,541512,XYZ,"bad,value
",2020-11-03,2030-12-21,1,10,999999999,14134753,usd,0.9999,0.6576,14766448.0,2020-07-02,88.0,3,0.0469,-99999999,603850529,73897061.0,180997327,168905109,3,GRT93QAFP,Individual,98-7654321,C,ENT9EA1E8,Individual,BB,2021-06-22,2017-10-13,26227428,16025543,37563468,bad,608578220,130563541,42622478,939203,10803,1,Term Loan,VAL4126,Generic Text,Generic Text,371463,VAL7562,7,Generic Text,994885,895260,0,7,0,3,8.5965,3.6856,8.9194,2,Generic Text,Generic Text,5028,193568,664526,673177,801734,914525,642829,711714,503675,880188,691059,587755,92717,668410,869636,265621,959549,2,VAL5678,2019-07-15,3,675764,1,0,Generic Text,0,0.7478,750260,304044,607884,726097,62832,AZTOZPQ0Y8YU8BH5M1F1,3AGJBAKAU4GPCCHSNB80
CUSTS349PA,OBLSPY8BM,Individual,CCC,12-3456789,IN,621111,SIC,FACTHKTOV,2007-06-05,2030-05-08,7,6,12818195,37648297,INR,0.1047,0.7397,22162695.0,2022-09-27,38.0,2,0.7774,8080894,663902970,90386612.0,208730789,98072547,4,GRT96UEKJ,Guarantee Corp,98-7654321,AAA,ENTPT0FPX,Trust,AAA,2004-12-13,2009-02-25,223380111,27754877,14487581,194181610,471360408,190719418,43962120,15279276,179557,2,Term Loan,VAL6917,Generic Text,Generic Text,102800,VAL7003,8,Generic Text,1444,117308,1,3,6,0,8.0262,1.4093,3.587,2,Generic Text,Generic Text,191174,334553,393996,157442,124374,870526,504158,594421,261700,684662,512545,746494,51804,933251,146492,546841,54700,3,VAL7999,2020-01-01,3,116695,2,7,Generic Text,4,5.0159,836386,308222,925023,107800,132202,BN8CTRSEOK9OWOBFRY51,YF6X3KRY7QYLF5PO5DXU
"bad,value
","bad,value
",ABC Corp,BBB,12-3456789,GB,999999,SIC,FACV5KUJB,2013-07-05,2025-05-03,3,bad,31339472,46438999,INR,0.2622,0.7501,4664767.0,2001-06-10,1.0,2,0.3143,15223088,788331255,35632148.0,368944824,18156681,1,"bad,value
",Guarantee Corp,98-7654321,AAA,ENT9T3FBH,Trust,C,2011-04-21,corrupt,194970139,74102404,67089759,236405228,565405920,119029720,19872795,14872089,7244114,2,Term Loan,VAL1741,Generic Text,Generic Text,508051,VAL1642,6,Generic Text,709886,29520,0,0,2,5,5.2917,1.077,9.0285,1,Generic Text,Generic Text,919972,259462,664875,620386,836651,970875,412891,524501,829761,921101,977222,440617,764377,950737,75018,742947,788598,2,VAL8214,2019-07-15,3,881382,2,5,Generic Text,4,9.977,234273,458096,777424,594110,434831,HFO12FM6N0CW2Z3J2SWU,TBJ32BDTZZ3AQJQWINRL
CUSTNCW876,OBLV5H55F,ABC Corp,BBB,12-3456789,IN,541512,GICS,FACPCHUZE,2019-06-27,2031-03-11,13,27,41647824,9683870,EUR,0.1919,0.8072,6605137.0,2005-10-21,25.0,1,0.7142,-2569798,527828336,97901921.0,127757758,74873430,4,GRTZ49UJN,Guarantee Corp,98-7654321,C,ENTI35X7D,Trust,AAA,2005-01-31,2013-09-02,23692102,62776266,8481279,179460068,576947224,77431459,3525580,9828370,9825404,2,Term Loan,VAL4167,Generic Text,Generic Text,931486,VAL9387,4,Generic Text,100179,208223,9,8,6,7,6.8182,2.9621,0.3252,2,Generic Text,Generic Text,739607,93471,52918,811515,40715,316711,32667,336522,900352,966364,26415,260820,858262,445252,751598,804339,448662,3,VAL1456,2019-07-15,1,197267,1,7,Generic Text,4,8.1192,246145,135605,356853,945186,3179,26CW0F2KM0XMZ9KY67BE,KFODICODMMMPWQDB6NIZ
CUSTENN2YE,OBLG6S812,Individual,BBB,12-3456789,US,621111,NAICS,FAC576ZWN,2004-01-20,2031-01-08,16,13,49778443,28712738,EUR,0.2164,0.8274,7121275.0,2023-11-10,27.0,1,0.3055,-1794185,524423763,1850063.0,bad,130469463,3,GRTK2Y1CC,Individual,98-7654321,BB,ENT26WIIH,Entity LLC,C,corrupt,2009-04-03,30127476,30404000,8161293,118004611,235641968,126601048,2065257,16381173,4317514,2,Term Loan,VAL4255,Generic Text,Generic Text,228979,VAL9404,1,Generic Text,989248,74645,9,4,0,8,2.6968,0.9146,5.822,1,Generic Text,Generic Text,833550,229824,68510,379915,322067,708449,866097,666763,241335,902639,215868,589948,605918,956756,390081,90416,264940,1,VAL2299,2020-01-01,3,19542,2,4,Generic Text,4,6.1889,736217,615834,825539,842184,374508,NLTLMDRHG1QMZPR1EOC7,ICR7NEF93H1HYE91J713
"CUST,001","OBL
001",Individual,,12345678X,XX,NAIC,GICS,"FAC,123",invalid-date,invalid-date,25,45,INVALID,??,US$,high,##,,invalid-date,,8,all,loss,huge,,201140928,186712302,2,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Trust,BB,corrupt,2023-11-01,33643660,34786551,bad,58496093,bad,142404588,20969554,16701947,4669095,2,Term Loan,VAL5487,Generic Text,Generic Text,324657,VAL1792,6,Generic Text,875459,687009,0,2,7,8,7.0828,2.7416,1.3853,2,Generic Text,Generic Text,126729,813820,767277,772098,528534,381518,284388,776556,640980,694339,245907,620117,191989,448152,913351,285328,218712,1,VAL9673,2023-12-31,3,926416,2,8,Generic Text,0,0.9652,853675,33084,912439,96868,637424,IQM174Z68DT1B7WLGFEJ,OMOQ858LOKCHUDHV4J0Q
CUST135KLX,OBLBAKWZZ,ABC Corp,AAA,12-3456789,GB,621111,SIC,FACKV3DTE,2024-06-19,2029-06-21,2,7,38457534,8201777,USD,0.0242,0.8702,13474831.0,2020-05-18,6.0,5,0.8885,5040614,197991800,59842326.0,469103234,169016432,4,GRTFDJKIH,Guarantee Corp,98-7654321,AAA,ENTF5NVLK,Trust,AAA,2018-04-18,2005-11-16,268777100,44756801,29746524,239331156,231100917,6076882,25065611,17012123,808637,1,Term Loan,VAL8277,Generic Text,Generic Text,131333,VAL6643,1,Generic Text,328647,554990,1,3,9,3,1.2018,5.8042,7.0052,1,Generic Text,Generic Text,392314,173604,262402,962826,460914,416524,650049,479303,711645,292505,30054,604972,43546,921873,620943,433374,262861,2,VAL3596,2023-12-31,2,934176,1,9,Generic Text,2,3.8721,311227,256172,845283,597016,530698,QJXF1NDBT7ALCTO5O6AQ,9R9DATGFC25NN5RH46FC
CUSTRLJG5N,OBLASR6RG,ABC Corp,CCC,12-3456789,IN,621111,NAICS,FAC8COIBJ,2021-07-12,corrupt,17,14,27754194,17615518,EUR,0.0998,0.6471,18403738.0,2019-10-06,69.0,4,0.1933,3521273,84044922,15882851.0,75435129,bad,2,GRT2N5Y3R,Guarantee Corp,abcde123,AAA,ENTMGSDUT,Individual,AAA,2006-02-13,2023-11-23,178264646,27288436,46347858,195462394,137271898,95101021,40216350,8467119,4963561,1,Term Loan,VAL2089,Generic Text,Generic Text,220656,VAL1857,2,Generic Text,627001,998870,7,7,8,0,6.2169,9.2523,6.7124,2,Generic Text,Generic Text,297659,136252,958912,840772,825119,115263,438390,404597,257940,938418,259886,134357,523285,489249,396467,149120,381045,2,VAL5822,2023-12-31,1,226436,2,7,Generic Text,4,3.3045,347331,941939,503181,732098,603695,X6DJC4U3AI9XEZGCZQVX,56B4NMTTTISLNM00D570
CUSTEU5DQM,OBLY7R9ED,ABC Corp,CCC,12-3456789,GB,999999,NAICS,FACWXDZ4M,2024-09-29,2032-08-28,11,8,4258324,36414210,USD,0.0209,0.4692,15960330.0,2015-03-14,5.0,4,0.768,13452136,833813504,2680652.0,273333743,99208415,4,GRT8I3U48,Guarantee Corp,98-7654321,C,ENTJKDREX,Individual,C,2003-01-20,2010-03-04,145518377,5680767,45358096,61514586,379391981,124682671,12284152,4289602,5418063,2,Term Loan,VAL2306,Generic Text,Generic Text,197154,VAL6439,3,Generic Text,908584,90841,1,4,6,2,6.3459,2.6543,4.5428,2,Generic Text,Generic Text,196793,715331,183572,206565,165999,459546,723711,821580,602923,754196,422021,102020,113560,827607,45769,205501,259703,2,VAL9185,2019-07-15,3,443326,2,7,Generic Text,4,5.4666,143869,389957,106598,841401,522259,KSWRA28MQ04VGLMCX9PP,SQJQTEJJ6V1S3K5JT6VI
CUSTSHWSO3,OBL0GB031,ABC Corp,CCC,12-3456789,IN,999999,SIC,FACYJS482,2003-07-29,2034-01-05,3,1,24633152,38659217,USD,0.2417,0.6784,23472696.0,2001-05-01,23.0,3,0.0607,6949985,315058627,98098601.0,438232442,87383660,1,GRTEZTVWN,Individual,98-7654321,BB,ENT9RCAIA,Individual,AAA,2011-10-25,2007-03-06,209519129,91137300,41462576,79937704,566964990,65228276,4415715,10325137,6460825,2,Term Loan,VAL4303,Generic Text,Generic Text,501659,VAL7880,8,Generic Text,682211,757923,8,4,6,4,8.8573,1.4249,2.1471,1,Generic Text,Generic Text,573463,927694,69717,932627,16096,224092,81528,828154,463252,672013,952434,383108,306057,13753,949607,796785,940346,2,VAL3937,2020-01-01,1,190084,2,8,Generic Text,4,3.8458,187237,694568,939794,153139,976835,O80K9UFYSVT7JU8RS8OW,QV0ETEST4F5AK5Y82Z2P
CUSTRRHM95,OBL3XN6B0,ABC Corp,CCC,12-3456789,DE,999999,GICS,FACKHHCZ6,2010-12-20,2029-01-25,14,4,6969597,25366277,INR,0.0964,0.477,4019710.0,2004-03-26,53.0,2,0.0599,18783400,498358448,56069216.0,192704766,150513755,3,GRTG3ERJH,Guarantee Corp,98-7654321,BB,ENTVHEA11,Individual,C,2019-05-06,2005-09-12,288116252,1478393,69982063,59970827,134886140,4354484,395932,19554195,5820263,1,Term Loan,VAL9794,Generic Text,Generic Text,978884,VAL9601,7,Generic Text,711881,580324,5,7,4,7,8.2858,6.1444,9.7702,2,Generic Text,Generic Text,630994,230267,872448,811001,90187,559282,280525,805743,269198,753045,47565,494151,234295,470827,539934,220639,56991,1,VAL2799,2023-12-31,3,456875,2,1,Generic Text,0,8.2745,578710,208818,716676,62483,183278,GAI0YDXASRNZ67UN5WET,A4QK32TL08T0LSSD6G7J
CUST0KP3U5,"bad,value
",ABC Corp,CCC,12-3456789,XX1,621111,NAICS,FACZ04SW2,2016-10-25,2025-09-02,6,23,10461546,19655346,GBP,0.1759,0.8053,9782925.0,2008-10-03,2.0,2,0.9763,14086301,526306086,89811240.0,169898774,87245842,2,GRTUVZJN3,Individual,98-7654321,BB,ENTQG45O6,Entity LLC,C,2020-12-28,2010-07-26,45207202,4941410,41714564,214326757,504551192,191970133,23785055,18629193,7091780,1,Term Loan,VAL2830,Generic Text,Generic Text,422294,VAL5342,6,Generic Text,786927,999837,1,8,2,4,0.9677,4.3654,2.328,1,Generic Text,Generic Text,870157,578757,82257,469737,254430,118663,371269,864485,634209,268386,232784,513504,288308,581776,67528,770376,167444,1,VAL9873,2020-01-01,1,489272,2,7,Generic Text,0,3.4278,257674,281112,692507,886690,422493,3UYB40JGG4HMPU2PNX4K,P9UU5EM0HUSAA02SCFPN
